id_cam;xi0;eta0;c;width;height;pixel;k1;k2;k3;p1;p2;a1;a2
1;9.8756727096485637;-21.640063085429112;4540.2523018164329;-0.0036643296027618157;0.00052938734715630021;0.0043129585573431261;0.0015302086958249126;-0.0010504028970883114;-3.4575131926221889;-0.050424744298276127
